PRISM Time Series Data
Location:  Lat: 39.1169   Lon: -79.3583   Elev: 966m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2018-07-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Feb-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1981-03-09,0.67,-5.2,-3.1,-0.9
1981-03-10,0.39,-4.3,-1.8,0.8
1981-03-11,2.26,-3.4,-0.7,1.9
1981-03-12,3.32,-7.5,-3.7,0.0
1981-03-13,0.00,-6.3,0.4,7.0
1981-03-14,1.10,-8.1,1.4,10.9
1981-03-15,0.00,-8.6,-4.7,-0.7
1981-03-16,3.30,-2.9,4.4,11.6
1981-03-17,4.43,-8.5,-3.6,1.3
1981-03-18,5.83,-11.4,-6.4,-1.3
1981-03-19,1.17,-10.7,-6.0,-1.2
1981-03-20,5.10,-9.7,-6.7,-3.7
1981-03-21,5.32,-8.5,-5.6,-2.7
1981-03-22,0.15,-10.5,-4.6,1.2
1981-03-23,0.00,-7.7,-2.2,3.2
1981-03-24,0.00,-6.0,0.2,6.4
1981-03-25,0.14,-4.5,0.8,6.1
1981-03-26,0.00,-5.6,0.4,6.4
1981-03-27,29.67,-3.3,4.5,12.4
1981-03-28,0.86,-5.0,2.4,9.7
1981-03-29,0.00,-3.3,6.8,16.9
1981-03-30,1.08,5.8,13.5,21.1
1981-03-31,4.13,5.8,10.9,15.9
1981-04-01,0.00,3.6,12.2,20.8
1981-04-02,9.25,4.0,10.0,16.0
1981-04-03,0.00,0.8,8.4,15.9
1981-04-04,0.00,3.6,14.0,24.4
1981-04-05,6.51,9.8,17.0,24.3
1981-04-06,3.07,-1.4,6.3,14.0
1981-04-07,0.40,-6.7,-0.9,4.8
1981-04-08,0.00,-3.5,6.1,15.8
1981-04-09,0.00,5.9,14.2,22.5
1981-04-10,7.86,-1.9,6.3,14.5
1981-04-11,8.45,0.7,10.0,19.2
1981-04-12,24.30,11.7,16.9,22.1
1981-04-13,21.73,5.2,12.1,19.1
1981-04-14,4.43,4.4,8.2,12.0
1981-04-15,9.18,-2.0,9.0,20.0
1981-04-16,0.00,-4.6,2.2,9.1
1981-04-17,2.18,-0.5,9.0,18.6
1981-04-18,19.08,10.7,12.7,14.7
1981-04-19,0.00,-0.2,9.3,18.9
1981-04-20,10.13,2.8,9.6,16.3
1981-04-21,0.00,-6.1,1.2,8.5
1981-04-22,0.00,-3.3,4.6,12.5
1981-04-23,2.16,2.4,8.4,14.4
1981-04-24,15.89,7.4,12.7,18.0
1981-04-25,11.02,0.6,5.8,11.0
1981-04-26,0.00,-2.5,1.7,6.0
1981-04-27,11.99,-1.1,7.0,15.1
1981-04-28,0.47,7.4,13.8,20.1
1981-04-29,0.00,9.2,17.0,24.9
1981-04-30,8.33,6.9,12.6,18.4
1981-05-01,6.76,5.7,10.2,14.6
1981-05-02,15.22,-1.7,3.8,9.3
1981-05-03,0.00,-3.4,3.1,9.6
1981-05-04,0.00,-1.4,7.9,17.2
1981-05-05,0.00,1.7,12.9,24.2
1981-05-06,0.99,7.1,15.8,24.5
1981-05-07,4.00,-1.8,5.5,12.8
1981-05-08,0.00,-2.4,6.1,14.6
1981-05-09,0.00,0.4,8.7,17.0
1981-05-10,0.00,4.5,12.9,21.3
1981-05-11,3.13,9.9,13.8,17.7
1981-05-12,12.37,5.8,13.0,20.3
1981-05-13,0.98,1.7,4.5,7.2
1981-05-14,0.00,4.1,11.1,18.2
1981-05-15,19.94,8.0,16.6,25.1
1981-05-16,2.98,6.3,9.6,12.9
1981-05-17,1.78,3.0,6.6,10.3
1981-05-18,0.39,4.4,11.2,18.0
1981-05-19,22.15,4.5,6.9,9.4
1981-05-20,15.60,2.8,4.5,6.2
1981-05-21,0.00,0.3,8.4,16.5
1981-05-22,0.00,1.5,10.8,20.1
1981-05-23,0.00,4.1,12.8,21.5
1981-05-24,0.00,6.6,14.8,23.1
1981-05-25,0.00,8.7,17.2,25.7
1981-05-26,0.00,10.1,17.7,25.3
1981-05-27,11.08,12.5,18.6,24.8
1981-05-28,9.97,13.5,16.7,19.9
1981-05-29,15.91,13.1,15.6,18.1
1981-05-30,5.59,10.0,13.0,15.9
1981-05-31,19.51,11.4,17.6,23.8
1981-06-01,4.04,6.0,12.6,19.1
1981-06-02,7.24,7.9,11.4,14.9
1981-06-03,1.86,12.1,17.7,23.2
1981-06-04,14.37,14.1,19.1,24.2
1981-06-05,24.02,13.6,17.4,21.3
1981-06-06,26.39,14.4,19.2,24.1
1981-06-07,19.90,11.1,14.7,18.2
1981-06-08,0.00,7.4,14.7,22.0
1981-06-09,5.68,9.6,17.3,25.0
1981-06-10,28.56,13.5,18.5,23.5
1981-06-11,3.63,11.6,16.8,21.9
1981-06-12,0.00,11.6,16.0,20.3
1981-06-13,0.00,13.1,19.0,24.9
1981-06-14,28.85,17.2,21.9,26.7
1981-06-15,13.39,17.1,21.6,26.2
1981-06-16,0.00,15.8,21.9,28.0
1981-06-17,4.03,13.7,20.9,28.2
1981-06-18,0.00,8.2,14.4,20.5
1981-06-19,0.00,10.1,17.7,25.3
1981-06-20,23.08,14.6,20.6,26.6
1981-06-21,7.66,13.3,17.3,21.2
1981-06-22,17.06,14.4,20.3,26.1
1981-06-23,3.25,9.9,16.8,23.6
1981-06-24,0.00,9.5,16.0,22.5
1981-06-25,0.00,11.4,18.6,25.9
1981-06-26,17.05,10.7,18.3,26.0
1981-06-27,0.00,4.7,11.3,17.9
1981-06-28,0.00,5.3,12.8,20.3
1981-06-29,0.00,6.9,15.1,23.4
1981-06-30,0.00,10.2,17.7,25.2
1981-07-01,14.26,10.5,17.6,24.8
1981-07-02,9.71,11.2,15.5,19.8
1981-07-03,2.22,13.1,17.4,21.6
1981-07-04,0.00,14.0,18.1,22.3
1981-07-05,2.62,14.3,19.0,23.7
1981-07-06,9.07,15.1,17.5,19.8
1981-07-07,0.00,15.2,19.7,24.3
1981-07-08,0.00,14.7,20.1,25.6
1981-07-09,0.00,15.8,21.4,26.9
1981-07-10,0.22,18.8,23.1,27.5
1981-07-11,0.00,9.7,17.8,26.0
1981-07-12,0.00,11.2,19.2,27.1
1981-07-13,0.00,13.6,20.8,27.9
1981-07-14,11.61,15.7,19.5,23.2
1981-07-15,0.00,8.2,16.2,24.2
1981-07-16,0.00,9.6,16.2,22.8
1981-07-17,0.00,12.9,17.4,21.9
1981-07-18,0.00,12.4,18.8,25.2
1981-07-19,0.00,12.7,20.0,27.2
1981-07-20,4.91,15.0,21.8,28.5
1981-07-21,13.65,17.0,22.1,27.3
1981-07-22,6.84,14.4,18.4,22.5
1981-07-23,0.00,8.7,14.9,21.1
1981-07-24,1.90,9.7,16.4,23.1
1981-07-25,15.90,13.0,16.9,20.9
1981-07-26,0.00,14.9,20.3,25.6
1981-07-27,11.15,16.8,21.5,26.2
1981-07-28,3.37,15.5,19.9,24.3
1981-07-29,28.08,14.8,20.5,26.2
1981-07-30,1.04,5.9,11.8,17.7
1981-07-31,0.00,6.6,14.0,21.5
1981-08-01,0.00,8.2,16.0,23.8
1981-08-02,0.00,9.2,17.2,25.1
1981-08-03,10.49,13.8,19.3,24.9
1981-08-04,2.91,14.0,19.5,25.0
1981-08-05,0.54,15.8,20.8,25.8
1981-08-06,6.71,15.4,20.5,25.7
1981-08-07,9.74,15.7,18.5,21.4
1981-08-08,3.88,14.9,19.5,24.2
1981-08-09,0.00,12.9,18.6,24.3
1981-08-10,0.00,11.2,18.1,25.0
1981-08-11,0.00,12.2,18.9,25.7
1981-08-12,5.00,13.9,18.9,23.8
1981-08-13,0.00,10.2,16.3,22.4
1981-08-14,0.00,10.0,17.0,23.9
1981-08-15,0.00,12.6,18.7,24.8
1981-08-16,14.43,15.5,19.9,24.2
1981-08-17,0.00,5.4,13.5,21.5
1981-08-18,0.00,3.1,11.7,20.4
1981-08-19,0.00,3.8,12.6,21.4
1981-08-20,0.00,6.2,13.7,21.3
1981-08-21,0.00,5.7,13.8,21.9
1981-08-22,0.00,6.6,14.5,22.4
1981-08-23,0.00,4.8,13.8,22.7
1981-08-24,0.00,7.1,15.2,23.3
1981-08-25,0.00,6.8,14.8,22.7
1981-08-26,0.00,7.6,15.6,23.5
1981-08-27,0.00,8.4,16.8,25.3
1981-08-28,0.00,9.5,18.1,26.7
1981-08-29,0.21,10.8,19.0,27.2
1981-08-30,0.29,11.3,18.7,26.1
1981-08-31,9.91,12.5,19.2,25.8
1981-09-01,9.44,14.1,19.7,25.3
1981-09-02,25.88,15.6,20.7,25.7
1981-09-03,8.99,16.5,20.6,24.8
1981-09-04,28.26,16.5,19.6,22.8
1981-09-05,14.47,14.5,17.2,19.9
1981-09-06,0.00,13.1,18.3,23.5
1981-09-07,0.00,13.6,18.4,23.1
1981-09-08,4.31,13.3,18.4,23.5
1981-09-09,19.14,7.7,13.3,19.0
1981-09-10,0.00,3.5,10.4,17.3
1981-09-11,0.00,4.7,12.8,21.0
1981-09-12,0.00,10.1,16.7,23.2
1981-09-13,0.00,10.8,17.3,23.8
1981-09-14,0.00,10.3,17.6,24.8
1981-09-15,13.45,12.0,18.2,24.4
1981-09-16,25.42,11.4,14.6,17.7
1981-09-17,2.66,7.6,11.2,14.8
1981-09-18,0.00,3.6,9.5,15.4
1981-09-19,3.49,3.5,8.9,14.3
1981-09-20,0.39,6.1,9.1,12.2
1981-09-21,0.00,8.2,12.1,16.0
1981-09-22,0.00,7.5,14.6,21.8
1981-09-23,1.33,3.0,10.5,18.0
1981-09-24,0.00,0.9,5.9,10.9
1981-09-25,0.00,0.3,7.1,13.9
1981-09-26,0.00,1.7,11.1,20.4
1981-09-27,0.45,7.0,15.4,23.8
1981-09-28,0.00,6.2,13.9,21.6
1981-09-29,0.00,0.1,7.0,13.9
1981-09-30,0.00,1.1,9.0,16.9
1981-10-01,0.00,7.7,13.4,19.0
1981-10-02,18.62,5.9,14.5,23.2
1981-10-03,1.99,2.4,4.2,6.0
1981-10-04,0.49,-1.5,3.3,8.0
1981-10-05,1.09,-0.6,7.8,16.2
1981-10-06,2.22,10.0,14.7,19.4
1981-10-07,7.65,5.5,12.3,19.1
1981-10-08,0.00,4.4,6.0,7.6
1981-10-09,0.00,-0.5,3.7,8.0
1981-10-10,0.00,-0.3,6.6,13.6
1981-10-11,0.00,2.6,8.1,13.6
1981-10-12,0.00,3.9,8.6,13.3
1981-10-13,0.00,-1.0,6.3,13.6
1981-10-14,0.00,-2.9,5.3,13.6
1981-10-15,0.00,-1.9,8.2,18.4
1981-10-16,1.31,0.9,9.8,18.6
1981-10-17,0.94,-2.0,5.1,12.3
1981-10-18,2.65,-1.6,7.4,16.3
1981-10-19,11.82,0.4,7.9,15.4
1981-10-20,1.44,-5.5,-1.0,3.5
1981-10-21,0.00,-4.7,4.8,14.3
1981-10-22,0.00,-1.0,8.7,18.5
1981-10-23,3.27,4.1,11.6,19.1
1981-10-24,3.12,-4.8,1.9,8.5
1981-10-25,0.00,-5.3,0.4,6.1
1981-10-26,6.55,-2.8,3.7,10.1
1981-10-27,32.00,8.3,11.0,13.8
1981-10-28,14.99,6.9,11.1,15.2
1981-10-29,0.18,1.0,5.8,10.6
1981-10-30,0.00,1.0,6.8,12.6
1981-10-31,0.00,1.4,7.4,13.5
1981-11-01,0.00,0.1,6.9,13.7
1981-11-02,0.00,1.4,9.1,16.9
1981-11-03,0.00,3.3,10.4,17.4
1981-11-04,0.00,0.9,9.4,18.0
1981-11-05,0.00,1.3,9.8,18.4
1981-11-06,12.31,4.7,9.9,15.1
1981-11-07,10.82,-1.5,2.7,6.9
1981-11-08,0.00,-4.4,-0.6,3.2
1981-11-09,0.00,-2.8,4.1,11.1
1981-11-10,0.71,-1.3,3.3,7.9
1981-11-11,0.00,-1.7,3.7,9.2
1981-11-12,0.00,-5.3,0.7,6.7
1981-11-13,0.00,-8.1,-0.5,7.2
1981-11-14,0.00,-8.0,1.1,10.2
1981-11-15,0.00,-5.3,3.3,11.8
1981-11-16,0.00,-3.6,4.3,12.3
1981-11-17,0.00,-3.2,4.7,12.5
1981-11-18,2.55,0.6,4.8,9.0
1981-11-19,0.00,-2.9,0.9,4.7
1981-11-20,4.62,-1.2,6.7,14.6
1981-11-21,8.17,-4.2,1.4,7.0
1981-11-22,9.88,-6.1,-4.5,-3.0
1981-11-23,0.87,-10.0,-7.0,-4.0
1981-11-24,2.88,-9.9,-4.1,1.8
1981-11-25,3.71,-5.4,-3.4,-1.4
1981-11-26,0.00,-10.4,-5.5,-0.6
1981-11-27,0.55,-8.1,1.3,10.7
1981-11-28,0.00,-2.8,3.7,10.3
1981-11-29,0.00,-3.5,-2.4,-1.4
1981-11-30,0.00,-10.2,-4.6,1.0
1981-12-01,5.02,-9.5,-3.4,2.7
1981-12-02,10.63,0.0,3.4,6.7
1981-12-03,0.42,-1.3,2.2,5.8
1981-12-04,0.00,-2.2,0.6,3.4
1981-12-05,7.88,-2.7,0.2,3.0
1981-12-06,5.17,-5.1,-2.9,-0.7
1981-12-07,0.00,-8.1,-4.4,-0.7
1981-12-08,6.62,-2.8,1.9,6.5
1981-12-09,14.22,-7.2,-2.1,3.0
1981-12-10,6.39,-9.9,-7.5,-5.1
1981-12-11,7.10,-9.6,-8.2,-6.7
1981-12-12,0.83,-9.3,-7.6,-5.9
1981-12-13,0.00,-13.0,-8.1,-3.1
1981-12-14,0.00,-12.0,-5.8,0.3
1981-12-15,8.20,-6.3,-3.7,-1.2
1981-12-16,6.36,-7.5,-4.6,-1.6
1981-12-17,0.00,-11.2,-7.9,-4.6
1981-12-18,10.91,-8.1,-3.7,0.7
1981-12-19,3.18,-12.1,-8.9,-5.6
1981-12-20,3.63,-12.8,-11.4,-9.9
1981-12-21,0.00,-18.9,-14.4,-9.9
1981-12-22,12.24,-17.9,-9.3,-0.7
1981-12-23,13.18,-0.8,3.8,8.4
1981-12-24,0.78,-1.9,2.7,7.3
1981-12-25,0.00,-3.5,-1.1,1.2
1981-12-26,0.00,-8.2,-3.5,1.1
1981-12-27,0.00,-5.7,-2.7,0.3
1981-12-28,0.57,-5.8,-0.7,4.4
1981-12-29,2.64,-5.0,0.5,6.0
1981-12-30,0.44,-11.4,-7.0,-2.6
1981-12-31,0.00,-11.4,-5.2,1.1
1982-01-01,7.98,-3.8,-0.3,3.3
1982-01-02,0.35,-10.1,-3.8,2.6
1982-01-03,3.25,-8.0,-1.8,4.3
1982-01-04,17.78,-0.5,3.4,7.2
1982-01-05,2.16,-4.2,4.5,13.2
1982-01-06,0.00,-6.8,-2.5,1.8
1982-01-07,10.98,-2.3,3.3,8.8
1982-01-08,5.01,-11.1,-3.7,3.6
1982-01-09,0.00,-11.0,-7.7,-4.5
1982-01-10,6.46,-25.1,-15.6,-6.1
1982-01-11,1.00,-25.0,-23.5,-22.0
1982-01-12,0.57,-23.3,-20.3,-17.3
1982-01-13,0.44,-18.4,-12.9,-7.4
1982-01-14,4.68,-9.4,-6.8,-4.1
1982-01-15,1.76,-12.8,-9.7,-6.6
1982-01-16,4.03,-14.5,-9.3,-4.2
1982-01-17,7.82,-28.9,-14.7,-0.4
1982-01-18,1.00,-27.8,-20.2,-12.6
1982-01-19,0.00,-12.7,-7.6,-2.5
1982-01-20,2.80,-7.6,-3.4,0.8
1982-01-21,13.45,-2.4,-0.1,2.2
1982-01-22,0.00,-4.7,-2.4,-0.2
1982-01-23,28.56,-4.9,-2.1,0.7
1982-01-24,4.72,-10.7,-2.0,6.8
1982-01-25,1.31,-14.9,-12.5,-10.1
1982-01-26,6.97,-17.4,-11.6,-5.8
1982-01-27,0.34,-21.9,-16.3,-10.8
1982-01-28,0.00,-21.7,-10.1,1.5
1982-01-29,0.00,-10.0,-1.9,6.2
1982-01-30,0.00,-9.6,-2.7,4.1
1982-01-31,0.00,-0.4,5.4,11.3
1982-02-01,7.05,-6.2,3.0,12.3
1982-02-02,0.00,-8.1,-4.5,-0.9
1982-02-03,19.13,-5.4,-1.3,2.9
1982-02-04,8.59,-2.5,2.8,8.1
1982-02-05,0.00,-4.7,-3.1,-1.4
1982-02-06,1.09,-5.2,-0.6,4.0
1982-02-07,0.67,-15.6,-10.0,-4.4
1982-02-08,0.00,-13.0,-7.6,-2.3
1982-02-09,9.05,-9.7,-3.1,3.4
1982-02-10,8.14,-13.7,-6.4,0.9
1982-02-11,0.00,-14.3,-10.4,-6.5
1982-02-12,0.00,-13.0,-6.7,-0.3
1982-02-13,1.90,-12.4,-5.4,1.7
1982-02-14,0.82,-8.6,-6.0,-3.3
1982-02-15,0.00,-8.1,-1.1,5.9
1982-02-16,4.11,-3.9,4.0,11.9
1982-02-17,6.10,1.5,4.9,8.3
1982-02-18,9.15,-3.9,-1.0,2.0
1982-02-19,8.83,-3.5,-1.1,1.3
1982-02-20,5.39,-2.2,-0.3,1.7
1982-02-21,7.73,-1.2,3.2,7.5
1982-02-22,4.90,-3.0,-1.2,0.6
1982-02-23,0.93,-5.1,-2.8,-0.5
1982-02-24,0.00,-4.1,4.2,12.6
1982-02-25,1.16,-9.8,0.7,11.3
1982-02-26,0.00,-14.7,-9.1,-3.4
1982-02-27,0.00,-13.9,-6.4,1.1
1982-02-28,1.71,-9.5,-4.4,0.7
1982-03-01,0.00,-8.8,-0.8,7.1
1982-03-02,0.00,-5.5,2.2,9.9
1982-03-03,4.42,-4.6,3.0,10.5
1982-03-04,0.00,-4.4,-1.7,1.0
1982-03-05,4.69,-1.7,3.8,9.3
1982-03-06,0.19,-3.7,-0.7,2.2
1982-03-07,13.00,-2.0,-0.1,1.8
1982-03-08,10.18,-8.7,-5.0,-1.4
1982-03-09,1.74,-8.6,-4.5,-0.3
1982-03-10,0.00,-8.7,-3.3,2.0
1982-03-11,0.00,-4.5,2.0,8.6
1982-03-12,23.62,0.6,8.7,16.9
1982-03-13,0.00,2.0,9.1,16.1
1982-03-14,8.14,-0.2,7.0,14.1
1982-03-15,6.37,-1.0,4.7,10.4
1982-03-16,5.02,-0.4,0.7,1.7
1982-03-17,24.74,1.3,5.8,10.4
1982-03-18,0.00,-0.5,6.3,13.1
1982-03-19,0.00,1.3,8.8,16.4
1982-03-20,25.26,3.6,8.1,12.5
1982-03-21,16.09,3.0,7.0,11.1
1982-03-22,1.41,-1.5,6.9,15.4
1982-03-23,0.11,-3.3,-1.3,0.6
1982-03-24,0.00,-5.0,1.6,8.3
1982-03-25,0.00,-2.8,6.2,15.2
1982-03-26,10.56,-3.8,7.0,17.8
1982-03-27,4.77,-8.4,-4.7,-1.1
1982-03-28,0.77,-14.3,-9.8,-5.3
1982-03-29,0.00,-11.4,-3.8,3.7
1982-03-30,0.00,-5.4,3.9,13.1
1982-03-31,1.33,-0.2,8.7,17.6
1982-04-01,8.58,0.4,8.3,16.2
1982-04-02,0.00,-1.5,6.4,14.4
1982-04-03,5.37,1.3,10.4,19.5
1982-04-04,17.56,-1.6,8.0,17.6
1982-04-05,0.00,-6.9,-2.2,2.5
1982-04-06,12.02,-6.6,1.8,10.3
1982-04-07,7.48,-10.6,-7.4,-4.2
1982-04-08,0.00,-10.1,-6.4,-2.8
1982-04-09,6.27,-7.9,-1.7,4.4
1982-04-10,7.36,-5.6,-2.1,1.4
1982-04-11,0.00,-5.3,-0.9,3.4
1982-04-12,0.00,-7.7,-1.4,4.9
1982-04-13,0.00,-3.1,5.4,13.8
1982-04-14,0.66,-0.5,8.6,17.8
1982-04-15,0.00,-1.3,7.3,15.9
1982-04-16,0.00,2.4,11.5,20.5
1982-04-17,0.00,9.0,15.1,21.2
1982-04-18,8.43,2.0,12.0,22.1
1982-04-19,0.00,-3.0,5.0,12.9
1982-04-20,0.00,1.3,10.4,19.5
1982-04-21,1.99,4.4,11.1,17.8
1982-04-22,0.00,-1.1,4.1,9.2
1982-04-23,0.00,-6.2,1.2,8.5
1982-04-24,0.00,-3.6,4.6,12.8
1982-04-25,0.00,-0.9,8.4,17.8
1982-04-26,11.97,4.2,12.6,20.9
1982-04-27,2.96,8.0,11.6,15.2
1982-04-28,9.03,0.1,6.1,12.0
1982-04-29,0.00,-4.0,3.9,11.8
1982-04-30,0.00,-2.0,6.6,15.2
1982-05-01,0.00,0.7,8.8,16.9
1982-05-02,0.19,3.2,10.1,17.0
1982-05-03,0.00,0.3,8.8,17.3
1982-05-04,0.00,-1.2,8.3,17.8
1982-05-05,0.00,-0.3,9.0,18.3
1982-05-06,0.00,1.9,11.9,22.0
1982-05-07,0.00,7.3,16.6,25.9
1982-05-08,2.13,10.4,17.3,24.2
1982-05-09,2.31,3.0,8.7,14.4
1982-05-10,0.00,-0.1,8.4,16.9
1982-05-11,0.00,1.5,10.0,18.5
1982-05-12,0.00,3.9,13.2,22.4
1982-05-13,0.00,6.4,16.1,25.7
1982-05-14,3.18,8.4,16.8,25.3
1982-05-15,0.00,6.7,16.0,25.4
1982-05-16,0.00,6.3,15.7,25.2
1982-05-17,0.00,7.3,16.5,25.7
1982-05-18,0.00,9.0,17.4,25.9
1982-05-19,0.00,12.7,19.8,26.9
1982-05-20,14.43,11.7,17.9,24.1
1982-05-21,6.95,11.1,17.1,23.2
1982-05-22,3.21,12.3,16.1,19.9
1982-05-23,6.85,13.0,17.8,22.6
1982-05-24,4.45,12.3,16.8,21.2
1982-05-25,1.46,13.0,16.4,19.7
1982-05-26,0.00,12.4,17.2,22.0
1982-05-27,11.63,13.2,18.7,24.1
1982-05-28,3.70,14.7,18.8,22.9
1982-05-29,4.01,14.1,19.2,24.3
1982-05-30,19.40,14.0,19.3,24.6
1982-05-31,4.95,14.4,18.6,22.7
1982-06-01,0.00,13.3,19.2,25.2
1982-06-02,11.64,9.1,15.6,22.0
1982-06-03,0.00,7.3,13.6,19.9
1982-06-04,20.94,10.2,14.9,19.6
1982-06-05,20.55,10.3,14.1,17.9
1982-06-06,10.51,9.0,12.0,15.0
1982-06-07,5.47,9.0,10.5,11.9
1982-06-08,0.00,8.2,12.3,16.4
1982-06-09,0.00,9.3,15.7,22.1
1982-06-10,13.28,11.9,18.4,24.9
1982-06-11,23.78,10.4,16.1,21.7
1982-06-12,0.00,10.2,15.6,20.9
1982-06-13,34.35,11.1,14.6,18.1
1982-06-14,4.80,8.0,13.4,18.8
1982-06-15,0.00,6.4,13.3,20.3
1982-06-16,0.00,9.1,16.6,24.1
1982-06-17,12.85,13.1,19.3,25.6
1982-06-18,0.45,8.4,14.1,19.9
1982-06-19,0.00,8.4,15.9,23.3
1982-06-20,3.29,7.8,15.0,22.1
1982-06-21,0.00,7.1,13.6,20.1
1982-06-22,0.00,7.6,14.5,21.4
1982-06-23,2.91,7.1,14.3,21.4
1982-06-24,0.00,4.2,11.7,19.2
1982-06-25,0.00,5.3,13.4,21.5
1982-06-26,0.00,8.2,16.0,23.9
1982-06-27,1.23,10.8,18.2,25.6
1982-06-28,2.20,12.7,19.3,25.8
1982-06-29,11.83,14.6,20.6,26.7
1982-06-30,9.61,13.9,17.7,21.5
1982-07-01,3.49,5.7,13.2,20.8
1982-07-02,0.00,5.2,12.5,19.8
1982-07-03,2.61,7.6,15.2,22.7
1982-07-04,57.04,13.9,17.7,21.6
1982-07-05,3.89,13.4,18.2,22.9
1982-07-06,0.00,12.3,17.8,23.2
1982-07-07,0.00,13.5,20.0,26.4
1982-07-08,11.19,15.4,21.1,26.8
1982-07-09,1.44,15.5,20.8,26.1
1982-07-10,0.67,14.9,19.1,23.4
1982-07-11,8.15,15.2,20.8,26.4
1982-07-12,6.17,15.9,20.9,25.9
1982-07-13,0.00,12.5,18.3,24.0
1982-07-14,0.00,13.5,19.4,25.4
1982-07-15,4.03,14.4,19.2,24.1
1982-07-16,0.00,14.8,20.8,26.8
1982-07-17,0.72,15.2,21.3,27.4
1982-07-18,0.00,15.5,21.6,27.8
